11,Human,0.695665,9.84308,0.0123972,1.0054,40.5796,0.142256125,0.096283513,0.035255441,0.011961829,0.382425444,0.64,0.2,0.05,0.07,0.02,0,0,0.01,0,0.01,0.19,0.09,0.07,0.06,0.13,0.15,0.09,0.1,0.06,0.06,0.07,0.16,0.15,0.2,0.14,0.06,0.08,0.06,0.07,0.01,0.01,0.07,0.18,0.16,0.2,0.15,0.08,0.09,0.05,0.01,0.07,0.14,0.22,0.13,0,0.05,0.16,0.14,0.07,0.02
12,Human,0.663335,8.62565,0.0124711,1.00623,39.8665,0.134148812,0.082292127,0.03548684,0.013803817,0.375493231,0.68,0.08,0.1,0.03,0.04,0.03,0.01,0,0.02,0.01,0.1,0.11,0.11,0.12,0.08,0.13,0.11,0.08,0.06,0.1,0.1,0.12,0.16,0.17,0.14,0.12,0.03,0.06,0.04,0.06,0.09,0.13,0.2,0.22,0.16,0.08,0.03,0.02,0.05,0.02,0.12,0.12,0.2,0.11,0,0.01,0.12,0.16,0.11,0.05
13,Human,0.722119,6.35286,0.0198908,1.00697,23.8986,0.148889928,0.056171953,0.05871972,0.015446072,0.22026551,0.68,0,0.17,0.02,0.05,0.03,0.01,0.01,0.02,0.01,0.19,0.09,0.13,0.2,0.1,0.06,0.02,0.03,0.01,0.17,0.06,0.19,0.18,0.14,0.14,0.12,0.03,0.09,0.04,0.01,0.04,0.06,0.2,0.21,0.09,0.16,0.12,0.06,0.04,0.02,0.05,0.11,0.23,0.1,0.08,0.01,0.06,0.12,0.16,0.08
14,Human,0.638914,11.5612,0.00954744,1.04764,3.82101,0.12802482,0.116029109,0.026332152,0.105703506,0.025086524,0.64,0.16,0.08,0.04,0.03,0.01,0.02,0.01,0,0.01,0.04,0.14,0.16,0.19,0.15,0.17,0.04,0.04,0.01,0.06,0.13,0.11,0.12,0.18,0.18,0.11,0.01,0.09,0.03,0.04,0.07,0.18,0.16,0.19,0.1,0.06,0.08,0.1,0.03,0.03,0.02,0.02,0.11,0.14,0.17,0.11,0.12,0.2,0.05,0.06
15,Human,0.754867,11.8243,0.0156256,1.00388,10.2992,0.157102061,0.119052802,0.045364344,0.008588549,0.088062536,0.7,0.16,0.12,0.01,0,0,0,0,0,0.01,0.06,0.11,0.22,0.23,0.26,0.06,0.03,0.01,0.01,0.01,0.1,0.14,0.19,0.15,0.13,0.12,0.05,0.08,0.03,0.01,0.03,0.06,0.15,0.1,0.12,0.12,0.2,0.12,0.05,0.05,0.03,0.08,0.13,0.13,0.07,0.02,0.19,0.15,0.16,0.04
16,Human,0.660012,9.47585,0.0149546,1.0062,15.2318,0.133315512,0.092063101,0.043263281,0.013737239,0.136013504,0.56,0,0.14,0.12,0.04,0.01,0.05,0.03,0.03,0.02,0.01,0.06,0.22,0.15,0.11,0.11,0.1,0.14,0.05,0.05,0.03,0.12,0.21,0.12,0.13,0.18,0.08,0.06,0.05,0.02,0.03,0.04,0.11,0.18,0.16,0.15,0.21,0.05,0.04,0.03,0.08,0.19,0.15,0.08,0.01,0.06,0.19,0.11,0.08,0.05
17,Human,0.661943,11.352,0.0125428,1.05834,15.9037,0.133799744,0.113624866,0.03571135,0.129449623,0.142545202,0.65,0.09,0.12,0.11,0,0,0.01,0,0.01,0.01,0.02,0.07,0.09,0.13,0.16,0.21,0.16,0.09,0.05,0.02,0.1,0.13,0.18,0.13,0.17,0.12,0.04,0.09,0.02,0.02,0.12,0.16,0.14,0.17,0.17,0.13,0.05,0.03,0,0.03,0.05,0.11,0.25,0.11,0.02,0.08,0.15,0.15,0.05,0.03
18,Human,0.90111,5.55695,0.0295313,1.00764,9.05368,0.193775049,0.04702491,0.088906462,0.016932978,0.075954543,0.69,0,0.09,0.15,0.03,0.01,0.01,0,0,0.02,0.04,0.09,0.15,0.13,0.2,0.11,0.07,0.09,0.1,0.02,0.07,0.07,0.24,0.22,0.12,0.08,0.05,0.07,0.06,0.02,0.02,0.07,0.12,0.17,0.16,0.15,0.1,0.09,0.09,0.03,0.08,0.11,0.19,0.08,0.01,0.01,0.11,0.16,0.16,0.09
19,Human,0.566513,10.9013,0.0104432,1.00418,51.2283,0.109869004,0.108445169,0.029136994,0.009254328,0.485943968,0.69,0.04,0.17,0.05,0.02,0,0.01,0,0.01,0.01,0.04,0.13,0.1,0.13,0.19,0.1,0.08,0.1,0.05,0.08,0.18,0.19,0.18,0.14,0.09,0.1,0.04,0.04,0.03,0.01,0.09,0.09,0.18,0.22,0.16,0.11,0.07,0.05,0.01,0.02,0.04,0.12,0.19,0.15,0.04,0.02,0.12,0.24,0.05,0.03
20,Human,0.577988,12.2741,0.0100979,1.00804,59.5942,0.112746561,0.124222155,0.028055776,0.017820684,0.567270854,0.74,0.16,0.03,0.04,0.01,0,0,0,0.01,0.01,0.08,0.08,0.14,0.19,0.08,0.06,0.1,0.08,0.05,0.14,0.07,0.17,0.2,0.24,0.13,0.09,0.04,0.04,0.01,0.01,0.05,0.04,0.17,0.25,0.23,0.12,0.07,0.04,0.02,0.01,0.03,0.08,0.14,0.11,0.09,0.01,0.05,0.22,0.17,0.1
21,Cup,3.05591,38.7597,0.056427,1.02357,1.8681,0.734128801,0.428609485,0.173123419,0.052285841,0.006101825,0.65,0.16,0.07,0.03,0.04,0.02,0.02,0,0,0.01,0.09,0.1,0.14,0.21,0.11,0.16,0.08,0.07,0.03,0.01,0.04,0.04,0.07,0.15,0.17,0.21,0.12,0.09,0.07,0.04,0.04,0.08,0.1,0.1,0.12,0.14,0.16,0.09,0.14,0.03,0.13,0.14,0.18,0.09,0.02,0.03,0.06,0.11,0.18,0.06
22,Cup,3.64197,22.2701,0.0936315,1.06865,1.7266,0.881093587,0.239101778,0.289619728,0.152330226,0.00472627,0.76,0.04,0.08,0.08,0.02,0,0.01,0,0,0.01,0.04,0.07,0.08,0.13,0.12,0.11,0.1,0.16,0.13,0.06,0.07,0.04,0.09,0.12,0.16,0.14,0.17,0.09,0.08,0.04,0.04,0.05,0.1,0.09,0.1,0.14,0.2,0.13,0.08,0.07,0.12,0.09,0.17,0.08,0.05,0.03,0.06,0.17,0.14,0.09
23,Cup,2.66081,25.1116,0.0574322,1.01602,2.27005,0.635050572,0.271757886,0.176270944,0.035530404,0.010009276,0.58,0.14,0.11,0.04,0.03,0.02,0.03,0.02,0.01,0.02,0.06,0.09,0.08,0.13,0.28,0.14,0.1,0.07,0.03,0.02,0.03,0.05,0.12,0.08,0.12,0.16,0.19,0.17,0.05,0.03,0.01,0.03,0.08,0.14,0.08,0.16,0.21,0.16,0.11,0.02,0.06,0.13,0.11,0.1,0.02,0.01,0.09,0.14,0.25,0.09
24,Cup,3.62187,14.4769,0.115166,1.06868,1.75219,0.876053161,0.149537965,0.357049468,0.152396804,0.004975037,0.61,0,0.11,0.11,0.06,0.03,0.01,0.04,0.01,0.02,0.06,0.06,0.02,0.11,0.1,0.15,0.11,0.23,0.1,0.06,0.1,0.1,0.08,0.1,0.14,0.13,0.22,0.07,0.03,0.03,0.02,0.06,0.04,0.14,0.12,0.16,0.24,0.12,0.05,0.05,0.15,0.17,0.16,0.07,0,0.03,0.13,0.13,0.09,0.07
26,Cup,3.42976,85.6634,0.043773,1.0844,2.52844,0.827878221,0.967653042,0.133500677,0.187283622,0.012521146,0.77,0.14,0.06,0.01,0,0.01,0,0,0,0.01,0.05,0.03,0.07,0.11,0.16,0.15,0.14,0.17,0.08,0.04,0.01,0.09,0.1,0.16,0.12,0.2,0.11,0.13,0.05,0.03,0.05,0.09,0.09,0.1,0.19,0.18,0.16,0.09,0.02,0.03,0.19,0.16,0.16,0.09,0,0.03,0.13,0.1,0.1,0.04
27,Cup,3.44463,48.5247,0.0579231,1.07827,2.16995,0.831607134,0.540834328,0.177808071,0.173679538,0.00903618,0.57,0.21,0.1,0.03,0.03,0.03,0.02,0,0,0.01,0.02,0.07,0.12,0.12,0.2,0.22,0.11,0.09,0.04,0.01,0.04,0.03,0.05,0.12,0.14,0.15,0.16,0.13,0.12,0.06,0.08,0.03,0.09,0.1,0.18,0.11,0.2,0.09,0.08,0.04,0.06,0.16,0.2,0.06,0.03,0.01,0.05,0.22,0.12,0.09
28,Cup,3.06562,38.9039,0.0563444,1.02527,1.81609,0.736563753,0.430266712,0.172864778,0.056058589,0.005596224,0.59,0.26,0.04,0.04,0.03,0,0.01,0,0,0.03,0.08,0.07,0.16,0.21,0.1,0.18,0.08,0.06,0.05,0.01,0.03,0.02,0.07,0.09,0.09,0.07,0.19,0.21,0.15,0.08,0.02,0.07,0.08,0.15,0.17,0.14,0.14,0.14,0.07,0.02,0.05,0.11,0.15,0.11,0.01,0.01,0.13,0.21,0.16,0.06
29,Cup,2.94996,65.4031,0.0386558,1.06354,2.20307,0.707559987,0.734810342,0.117477484,0.140989791,0.009358148,0.71,0.2,0.06,0.02,0,0,0,0,0,0.01,0.02,0.05,0.1,0.12,0.18,0.19,0.12,0.12,0.07,0.03,0.05,0.04,0.07,0.14,0.11,0.27,0.13,0.12,0.05,0.02,0.07,0.08,0.11,0.16,0.18,0.09,0.13,0.1,0.04,0.04,0.02,0.15,0.15,0.13,0.07,0,0.13,0.14,0.14,0.07
30,Cup,2.01323,26.8369,0.0354622,1.1731,3.70381,0.472658572,0.291585998,0.107477548,0.384132268,0.023947195,0.6,0.26,0.05,0.04,0,0.02,0,0,0.01,0.02,0.11,0.12,0.06,0.12,0.14,0.11,0.15,0.02,0.04,0.13,0.05,0.18,0.13,0.14,0.13,0.13,0.07,0.05,0.07,0.05,0.05,0.08,0.18,0.15,0.15,0.11,0.11,0.08,0.05,0.04,0.04,0.07,0.17,0.11,0.07,0.03,0.14,0.17,0.12,0.08
31,Cup,3.30336,13.2713,0.0987862,1.05055,1.88772,0.796181213,0.135682535,0.305760343,0.112161562,0.006292556,0.67,0.1,0.06,0.07,0.05,0.01,0.02,0.01,0,0.01,0.02,0.02,0.13,0.09,0.13,0.15,0.12,0.17,0.1,0.07,0.04,0.08,0.08,0.13,0.08,0.14,0.14,0.15,0.13,0.03,0.03,0.09,0.07,0.17,0.17,0.14,0.11,0.06,0.11,0.05,0.04,0.11,0.15,0.1,0.09,0,0.09,0.14,0.21,0.07
32,Cup,3.22902,75.773,0.0428058,1.04287,2.01548,0.777539159,0.853987033,0.13047214,0.095117621,0.007534541,0.76,0.12,0.07,0.01,0,0.02,0,0,0.01,0.01,0.02,0.15,0.14,0.15,0.21,0.13,0.09,0.09,0,0.02,0.06,0.04,0.1,0.11,0.17,0.1,0.2,0.08,0.1,0.04,0.03,0.03,0.13,0.12,0.12,0.24,0.16,0.08,0.05,0.04,0.04,0.12,0.12,0.15,0.06,0,0.02,0.2,0.18,0.11
33,Cup,3.55415,23.4219,0.0857417,1.06091,1.37509,0.859071187,0.252338908,0.264914851,0.135153129,0.001309159,0.65,0.17,0.11,0.02,0.01,0.02,0.01,0,0,0.01,0.06,0.07,0.07,0.16,0.16,0.22,0.11,0.06,0.05,0.04,0.05,0.04,0.09,0.14,0.06,0.29,0.16,0.11,0.03,0.03,0.07,0.04,0.08,0.17,0.17,0.18,0.15,0.07,0.05,0.02,0.05,0.16,0.17,0.1,0.04,0,0.09,0.16,0.15,0.08
34,Cup,3.90816,16.1373,0.114106,1.13833,1.68056,0.947845381,0.16862021,0.353730351,0.306968486,0.004278705,0.83,0.14,0,0,0,0.02,0,0,0,0.01,0.08,0.04,0.1,0.07,0.12,0.11,0.1,0.13,0.18,0.07,0.02,0.05,0.1,0.07,0.17,0.22,0.13,0.14,0.05,0.05,0.05,0.13,0.09,0.15,0.16,0.11,0.12,0.08,0.08,0.03,0.07,0.13,0.11,0.06,0,0.05,0.14,0.22,0.17,0.05
35,Cup,2.65235,17.0199,0.073142,1.1616,3.47006,0.632929079,0.178763543,0.225462136,0.358610741,0.021674856,0.73,0.17,0.06,0.02,0.01,0,0,0,0,0.01,0.03,0.04,0.1,0.14,0.15,0.17,0.1,0.11,0.04,0.12,0.1,0.16,0.1,0.16,0.21,0.11,0.06,0.03,0.04,0.03,0.06,0.07,0.08,0.23,0.17,0.15,0.07,0.09,0.02,0.06,0.07,0.11,0.18,0.1,0.02,0.02,0.09,0.23,0.1,0.08
36,Cup,4.0357,88.478,0.0518357,1.16998,1.68375,0.979828264,1,0.158746946,0.377208167,0.004309715,0.72,0,0.09,0.09,0.05,0.02,0.01,0.01,0,0.01,0.13,0.22,0.2,0.15,0.11,0.08,0.07,0,0.02,0.02,0.05,0.06,0.05,0.11,0.16,0.16,0.17,0.13,0.08,0.03,0.03,0.01,0.11,0.14,0.14,0.17,0.18,0.09,0.07,0.06,0.09,0.11,0.15,0.14,0,0,0.13,0.16,0.18,0.04
37,Cup,4.11614,32.9666,0.0911731,1.06001,1.24042,1,0.36203194,0.281921881,0.133155792,0,0.61,0,0.09,0.13,0.07,0,0.05,0.03,0.01,0.01,0.07,0.1,0.15,0.14,0.16,0.07,0.1,0.12,0.07,0.02,0.01,0.05,0.13,0.11,0.1,0.18,0.18,0.11,0.07,0.06,0.01,0.06,0.05,0.06,0.11,0.19,0.2,0.15,0.13,0.04,0.09,0.1,0.21,0.1,0.03,0.01,0.06,0.18,0.14,0.08
38,Cup,3.5217,35.7251,0.0714884,1.05351,2.18512,0.850933783,0.393734165,0.220284314,0.118730581,0.009183651,0.96,0.02,0,0,0.01,0,0,0,0,0.01,0.01,0.02,0.03,0.07,0.09,0.15,0.21,0.21,0.11,0.1,0.11,0.05,0.05,0.1,0.17,0.19,0.14,0.05,0.11,0.03,0.01,0.06,0.08,0.11,0.12,0.09,0.12,0.13,0.18,0.1,0.11,0.1,0.14,0.13,0.03,0.04,0.08,0.15,0.13,0.09
40,Cup,3.30892,81.0573,0.0488098,1.08086,3.14738,0.79757548,0.914717165,0.149272119,0.17942743,0.018538008,0.7,0,0.17,0.02,0.04,0.03,0.01,0.01,0.01,0.01,0.2,0.17,0.16,0.1,0.05,0.06,0.07,0.08,0.01,0.1,0.04,0.09,0.18,0.15,0.19,0.13,0.06,0.04,0.09,0.03,0.02,0.02,0.07,0.11,0.13,0.12,0.17,0.15,0.12,0.09,0.09,0.14,0.18,0.05,0,0.03,0.12,0.2,0.1,0.09
41,Glass,0.658751,42.3085,0.00550093,1.29673,14.0152,0.132999294,0.46939428,0.013661548,0.658499778,0.124186649,0.76,0.12,0.05,0.02,0.02,0.02,0,0,0,0.01,0.13,0.16,0.19,0.2,0.04,0.07,0.08,0.01,0.05,0.07,0.13,0.16,0.15,0.14,0.09,0.07,0.13,0.08,0.03,0.02,0.14,0.15,0.21,0.1,0.14,0.09,0.06,0.04,0.04,0.03,0.01,0.07,0.06,0.22,0.11,0.02,0.23,0.16,0.09,0.03
42,Glass,0.337247,25.5711,0.00287926,1.09321,20.4224,0.052376548,0.277038717,0.005452464,0.206835331,0.18647255,0.7,0.15,0.05,0.03,0.04,0.01,0.01,0,0,0.01,0.22,0.2,0.24,0.14,0.06,0.03,0.04,0.04,0.01,0.02,0.19,0.18,0.09,0.17,0.14,0.09,0.07,0.01,0.04,0.02,0.13,0.23,0.2,0.08,0.16,0.07,0.06,0.06,0,0.01,0.03,0.09,0.06,0.22,0.07,0.05,0.18,0.2,0.04,0.06
43,Glass,0.261039,29.0418,0.00186526,1.05314,37.8073,0.033266061,0.316925943,0.002277384,0.117909454,0.355475262,0.59,0.19,0.06,0.09,0.04,0,0,0,0.01,0.02,0.21,0.29,0.16,0.11,0.04,0.03,0.07,0.01,0.02,0.06,0.21,0.21,0.12,0.08,0.1,0.1,0.08,0.04,0.03,0.03,0.16,0.2,0.2,0.09,0.1,0.09,0.05,0.06,0.03,0.02,0.08,0.11,0.04,0.19,0.01,0.13,0.21,0.12,0.07,0.04
44,Glass,0.593591,45.7498,0.0047044,1.13282,22.8535,0.116659286,0.508943625,0.01116742,0.294740346,0.210105847,0.68,0.12,0.07,0.04,0.01,0.02,0.03,0,0.02,0.01,0.08,0.31,0.16,0.21,0.08,0.03,0.01,0.02,0.03,0.07,0.14,0.12,0.12,0.11,0.08,0.11,0.07,0.11,0.05,0.09,0.12,0.18,0.18,0.15,0.15,0.02,0.06,0.06,0.02,0.06,0.1,0.15,0.14,0.12,0.01,0.12,0.21,0.04,0.07,0.04
45,Glass,0.495568,24.7098,0.00485375,1.12773,25.9581,0.092078306,0.267140175,0.011635071,0.283444296,0.240286395,0.63,0.07,0.1,0.07,0.03,0.03,0,0.04,0,0.03,0.16,0.17,0.11,0.16,0.11,0.07,0.06,0.04,0.05,0.07,0.12,0.15,0.09,0.08,0.12,0.14,0.11,0.07,0.05,0.07,0.08,0.15,0.23,0.15,0.07,0.08,0.07,0.08,0.06,0.03,0.09,0.07,0.11,0.18,0.01,0.15,0.17,0.15,0.04,0.03
46,Glass,0.18623,15.6082,0.00183876,1.00206,44.4036,0.014506397,0.162539497,0.002194406,0.00454949,0.41959945,0.91,0.07,0,0.01,0,0,0,0,0,0.01,0.15,0.25,0.13,0.13,0.11,0.06,0.01,0.03,0.05,0.08,0.16,0.17,0.17,0.15,0.12,0.12,0.06,0.01,0.03,0.01,0.13,0.2,0.23,0.16,0.14,0.04,0.05,0.02,0,0.03,0.01,0.02,0.08,0.13,0.19,0.1,0.1,0.21,0.09,0.07
48,Glass,0.419768,34.3743,0.00344228,1.09579,25.4543,0.073070131,0.378210015,0.007215416,0.21256103,0.235388837,0.67,0.17,0.08,0.04,0.02,0,0.01,0,0,0.01,0.12,0.17,0.15,0.2,0.09,0.08,0.04,0.05,0.04,0.06,0.05,0.13,0.16,0.12,0.13,0.12,0.11,0.08,0.07,0.03,0.09,0.27,0.15,0.09,0.17,0.09,0.02,0.02,0.06,0.04,0.02,0.03,0.08,0.11,0.18,0.07,0.15,0.13,0.13,0.1
49,Glass,0.269114,23.3869,0.00246126,1.00032,37.7367,0.035291008,0.251936669,0.004143604,0.000687972,0.354788943,0.8,0.15,0.03,0.01,0,0,0,0,0,0.01,0.09,0.18,0.24,0.11,0.08,0.07,0.01,0.04,0.08,0.1,0.2,0.07,0.1,0.18,0.19,0.11,0.05,0.05,0.02,0.03,0.13,0.27,0.16,0.12,0.12,0.05,0.05,0.02,0.06,0.02,0.05,0.07,0.24,0.17,0.03,0.07,0.2,0.08,0.04,0.05
50,Glass,0.714922,35.4295,0.00675483,1.30655,14.1078,0.147085154,0.390336964,0.017587813,0.680292943,0.125086835,0.91,0.07,0,0.01,0,0,0,0,0,0.01,0.11,0.2,0.21,0.21,0.07,0.04,0.02,0.04,0.05,0.05,0.09,0.1,0.17,0.05,0.12,0.1,0.09,0.17,0.07,0.04,0.04,0.18,0.16,0.16,0.1,0.09,0.09,0.04,0.09,0.05,0.07,0.13,0.16,0.13,0.01,0.19,0.11,0.13,0.05,0.02
51,Glass,0.255965,20.2051,0.00236363,1.00063,26.075,0.031993667,0.215369643,0.003837901,0.001375943,0.241422808,0.68,0,0.05,0.11,0.06,0.05,0.02,0,0.01,0.02,0.17,0.25,0.23,0.12,0.05,0.03,0.02,0.02,0.06,0.05,0.15,0.2,0.2,0.06,0.08,0.09,0.05,0.13,0.02,0.02,0.06,0.25,0.21,0.2,0.1,0.09,0.01,0.03,0.04,0.01,0.12,0.18,0.13,0.1,0,0.22,0.11,0.08,0.03,0.03
52,Glass,0.128382,13.4884,0.00113795,1.00093,39.2535,0,0.13817757,0,0.002041722,0.369534114,0.95,0.03,0,0,0,0,0,0.01,0,0.01,0.19,0.16,0.19,0.13,0.05,0.03,0.07,0.04,0.04,0.1,0.18,0.21,0.23,0.08,0.11,0.08,0.06,0.02,0.01,0.02,0.1,0.25,0.24,0.2,0.09,0.07,0.01,0.02,0.01,0.01,0.04,0.01,0.09,0.26,0.12,0.03,0.27,0.12,0.03,0.03
53,Glass,0.197939,19.2037,0.00178124,1.00128,46.8836,0.017442633,0.203860994,0.002014297,0.002818464,0.443708115,0.88,0.08,0.02,0.01,0,0,0,0,0,0.01,0.11,0.22,0.17,0.07,0.04,0.06,0.06,0.05,0.11,0.11,0.2,0.13,0.16,0.12,0.13,0.07,0.1,0.05,0.02,0.02,0.1,0.19,0.16,0.16,0.16,0.1,0.05,0.02,0.04,0.02,0.06,0.02,0.13,0.14,0.18,0.03,0.02,0.13,0.19,0.1
54,Glass,0.684697,34.8394,0.00640339,1.30081,14.1588,0.139505707,0.383555205,0.016487369,0.667554372,0.125582618,0.9,0.08,0.01,0,0,0,0,0,0,0.01,0.11,0.23,0.24,0.21,0.05,0.03,0.04,0,0.07,0.02,0.07,0.2,0.1,0.12,0.07,0.1,0.09,0.1,0.12,0.03,0.11,0.21,0.19,0.16,0.08,0.07,0.07,0.03,0.04,0.04,0.06,0.12,0.1,0.17,0.1,0.03,0.12,0.11,0.1,0.09
55,Glass,0.25643,19.9048,0.0023743,1.00266,26.8393,0.032110273,0.211918428,0.003871312,0.005881047,0.248852748,0.64,0.09,0.08,0.07,0.06,0.01,0.02,0.01,0.01,0.01,0.14,0.25,0.19,0.15,0.06,0.05,0.06,0.04,0.02,0.04,0.16,0.19,0.1,0.09,0.13,0.09,0.04,0.07,0.07,0.06,0.12,0.12,0.19,0.2,0.1,0.09,0.08,0.05,0.02,0.03,0.01,0.03,0.18,0.13,0.18,0.05,0.21,0.12,0.07,0.02
56,Glass,0.846039,51.6064,0.00705252,1.15857,15.7295,0.179965033,0.576250948,0.018519953,0.351886374,0.140851763,0.85,0.12,0.01,0,0,0,0,0.01,0,0.01,0.06,0.18,0.11,0.18,0.22,0.1,0.06,0.03,0.03,0.03,0.06,0.06,0.16,0.05,0.12,0.2,0.11,0.09,0.12,0.03,0.18,0.11,0.13,0.11,0.09,0.11,0.17,0.06,0.01,0.03,0.03,0.08,0.14,0.16,0.06,0.04,0.17,0.14,0.1,0.08
57,Glass,0.691257,34.8617,0.00647983,1.30606,14.1242,0.141150742,0.383811489,0.016726721,0.679205504,0.125246263,0.64,0.09,0.13,0.05,0.04,0.03,0,0,0,0.02,0.16,0.13,0.19,0.29,0.04,0.06,0.01,0.04,0.02,0.06,0.06,0.17,0.16,0.13,0.09,0.06,0.12,0.13,0.06,0.02,0.12,0.19,0.15,0.09,0.15,0.11,0.07,0.05,0.04,0.03,0.03,0.07,0.12,0.11,0.15,0.08,0.11,0.19,0.1,0.04
59,Glass,0.255325,16.5188,0.00275558,1.00005,33.4496,0.031833175,0.173004622,0.005065192,8.87705E-05,0.313113033,0.72,0.11,0.13,0.01,0,0,0.01,0.01,0,0.01,0.12,0.15,0.16,0.11,0.05,0.07,0.05,0.07,0.09,0.13,0.14,0.17,0.18,0.14,0.07,0.12,0.05,0.05,0.05,0.03,0.1,0.25,0.21,0.11,0.08,0.1,0.03,0.1,0.01,0.01,0.03,0.08,0.15,0.19,0.05,0.06,0.17,0.17,0.04,0.06
