14,Human,0.638914,11.5612,0.00954744,1.04764,3.82101,0.64,0.16,0.08,0.04,0.03,0.01,0.02,0.01,0,0.01,0.04,0.14,0.16,0.19,0.15,0.17,0.04,0.04,0.01,0.06,0.13,0.11,0.12,0.18,0.18,0.11,0.01,0.09,0.03,0.04,0.07,0.18,0.16,0.19,0.1,0.06,0.08,0.1,0.03,0.03,0.02,0.02,0.11,0.14,0.17,0.11,0.12,0.2,0.05,0.06,
15,Human,0.754867,11.8243,0.0156256,1.00388,10.2992,0.7,0.16,0.12,0.01,0,0,0,0,0,0.01,0.06,0.11,0.22,0.23,0.26,0.06,0.03,0.01,0.01,0.01,0.1,0.14,0.19,0.15,0.13,0.12,0.05,0.08,0.03,0.01,0.03,0.06,0.15,0.1,0.12,0.12,0.2,0.12,0.05,0.05,0.03,0.08,0.13,0.13,0.07,0.02,0.19,0.15,0.16,0.04,
16,Human,0.660012,9.47585,0.0149546,1.0062,15.2318,0.56,0,0.14,0.12,0.04,0.01,0.05,0.03,0.03,0.02,0.01,0.06,0.22,0.15,0.11,0.11,0.1,0.14,0.05,0.05,0.03,0.12,0.21,0.12,0.13,0.18,0.08,0.06,0.05,0.02,0.03,0.04,0.11,0.18,0.16,0.15,0.21,0.05,0.04,0.03,0.08,0.19,0.15,0.08,0.01,0.06,0.19,0.11,0.08,0.05,
17,Human,0.661943,11.352,0.0125428,1.05834,15.9037,0.65,0.09,0.12,0.11,0,0,0.01,0,0.01,0.01,0.02,0.07,0.09,0.13,0.16,0.21,0.16,0.09,0.05,0.02,0.1,0.13,0.18,0.13,0.17,0.12,0.04,0.09,0.02,0.02,0.12,0.16,0.14,0.17,0.17,0.13,0.05,0.03,0,0.03,0.05,0.11,0.25,0.11,0.02,0.08,0.15,0.15,0.05,0.03,
18,Human,0.90111,5.55695,0.0295313,1.00764,9.05368,0.69,0,0.09,0.15,0.03,0.01,0.01,0,0,0.02,0.04,0.09,0.15,0.13,0.2,0.11,0.07,0.09,0.1,0.02,0.07,0.07,0.24,0.22,0.12,0.08,0.05,0.07,0.06,0.02,0.02,0.07,0.12,0.17,0.16,0.15,0.1,0.09,0.09,0.03,0.08,0.11,0.19,0.08,0.01,0.01,0.11,0.16,0.16,0.09,
19,Human,0.566513,10.9013,0.0104432,1.00418,51.2283,0.69,0.04,0.17,0.05,0.02,0,0.01,0,0.01,0.01,0.04,0.13,0.1,0.13,0.19,0.1,0.08,0.1,0.05,0.08,0.18,0.19,0.18,0.14,0.09,0.1,0.04,0.04,0.03,0.01,0.09,0.09,0.18,0.22,0.16,0.11,0.07,0.05,0.01,0.02,0.04,0.12,0.19,0.15,0.04,0.02,0.12,0.24,0.05,0.03,
20,Human,0.577988,12.2741,0.0100979,1.00804,59.5942,0.74,0.16,0.03,0.04,0.01,0,0,0,0.01,0.01,0.08,0.08,0.14,0.19,0.08,0.06,0.1,0.08,0.05,0.14,0.07,0.17,0.2,0.24,0.13,0.09,0.04,0.04,0.01,0.01,0.05,0.04,0.17,0.25,0.23,0.12,0.07,0.04,0.02,0.01,0.03,0.08,0.14,0.11,0.09,0.01,0.05,0.22,0.17,0.1,
21,Cup,3.05591,38.7597,0.056427,1.02357,1.8681,0.65,0.16,0.07,0.03,0.04,0.02,0.02,0,0,0.01,0.09,0.1,0.14,0.21,0.11,0.16,0.08,0.07,0.03,0.01,0.04,0.04,0.07,0.15,0.17,0.21,0.12,0.09,0.07,0.04,0.04,0.08,0.1,0.1,0.12,0.14,0.16,0.09,0.14,0.03,0.13,0.14,0.18,0.09,0.02,0.03,0.06,0.11,0.18,0.06,
22,Cup,3.64197,22.2701,0.0936315,1.06865,1.7266,0.76,0.04,0.08,0.08,0.02,0,0.01,0,0,0.01,0.04,0.07,0.08,0.13,0.12,0.11,0.1,0.16,0.13,0.06,0.07,0.04,0.09,0.12,0.16,0.14,0.17,0.09,0.08,0.04,0.04,0.05,0.1,0.09,0.1,0.14,0.2,0.13,0.08,0.07,0.12,0.09,0.17,0.08,0.05,0.03,0.06,0.17,0.14,0.09,
23,Cup,2.66081,25.1116,0.0574322,1.01602,2.27005,0.58,0.14,0.11,0.04,0.03,0.02,0.03,0.02,0.01,0.02,0.06,0.09,0.08,0.13,0.28,0.14,0.1,0.07,0.03,0.02,0.03,0.05,0.12,0.08,0.12,0.16,0.19,0.17,0.05,0.03,0.01,0.03,0.08,0.14,0.08,0.16,0.21,0.16,0.11,0.02,0.06,0.13,0.11,0.1,0.02,0.01,0.09,0.14,0.25,0.09,
24,Cup,3.62187,14.4769,0.115166,1.06868,1.75219,0.61,0,0.11,0.11,0.06,0.03,0.01,0.04,0.01,0.02,0.06,0.06,0.02,0.11,0.1,0.15,0.11,0.23,0.1,0.06,0.1,0.1,0.08,0.1,0.14,0.13,0.22,0.07,0.03,0.03,0.02,0.06,0.04,0.14,0.12,0.16,0.24,0.12,0.05,0.05,0.15,0.17,0.16,0.07,0,0.03,0.13,0.13,0.09,0.07,
25,Cup,4.06606,106.374,0.0539489,1.15741,2.2992,0.85,0.11,0.01,0.01,0,0.01,0,0,0,0.01,0.08,0.18,0.09,0.11,0.08,0.06,0.06,0.05,0.15,0.14,0.07,0.08,0.1,0.14,0.22,0.13,0.14,0.05,0.05,0.02,0.01,0.05,0.08,0.08,0.16,0.11,0.17,0.14,0.13,0.07,0.11,0.11,0.2,0.1,0.04,0.03,0.1,0.15,0.09,0.07,
26,Cup,3.42976,85.6634,0.043773,1.0844,2.52844,0.77,0.14,0.06,0.01,0,0.01,0,0,0,0.01,0.05,0.03,0.07,0.11,0.16,0.15,0.14,0.17,0.08,0.04,0.01,0.09,0.1,0.16,0.12,0.2,0.11,0.13,0.05,0.03,0.05,0.09,0.09,0.1,0.19,0.18,0.16,0.09,0.02,0.03,0.19,0.16,0.16,0.09,0,0.03,0.13,0.1,0.1,0.04,
27,Cup,3.44463,48.5247,0.0579231,1.07827,2.16995,0.57,0.21,0.1,0.03,0.03,0.03,0.02,0,0,0.01,0.02,0.07,0.12,0.12,0.2,0.22,0.11,0.09,0.04,0.01,0.04,0.03,0.05,0.12,0.14,0.15,0.16,0.13,0.12,0.06,0.08,0.03,0.09,0.1,0.18,0.11,0.2,0.09,0.08,0.04,0.06,0.16,0.2,0.06,0.03,0.01,0.05,0.22,0.12,0.09,
28,Cup,3.06562,38.9039,0.0563444,1.02527,1.81609,0.59,0.26,0.04,0.04,0.03,0,0.01,0,0,0.03,0.08,0.07,0.16,0.21,0.1,0.18,0.08,0.06,0.05,0.01,0.03,0.02,0.07,0.09,0.09,0.07,0.19,0.21,0.15,0.08,0.02,0.07,0.08,0.15,0.17,0.14,0.14,0.14,0.07,0.02,0.05,0.11,0.15,0.11,0.01,0.01,0.13,0.21,0.16,0.06,
29,Cup,2.94996,65.4031,0.0386558,1.06354,2.20307,0.71,0.2,0.06,0.02,0,0,0,0,0,0.01,0.02,0.05,0.1,0.12,0.18,0.19,0.12,0.12,0.07,0.03,0.05,0.04,0.07,0.14,0.11,0.27,0.13,0.12,0.05,0.02,0.07,0.08,0.11,0.16,0.18,0.09,0.13,0.1,0.04,0.04,0.02,0.15,0.15,0.13,0.07,0,0.13,0.14,0.14,0.07,
30,Cup,2.01323,26.8369,0.0354622,1.1731,3.70381,0.6,0.26,0.05,0.04,0,0.02,0,0,0.01,0.02,0.11,0.12,0.06,0.12,0.14,0.11,0.15,0.02,0.04,0.13,0.05,0.18,0.13,0.14,0.13,0.13,0.07,0.05,0.07,0.05,0.05,0.08,0.18,0.15,0.15,0.11,0.11,0.08,0.05,0.04,0.04,0.07,0.17,0.11,0.07,0.03,0.14,0.17,0.12,0.08,
31,Cup,3.30336,13.2713,0.0987862,1.05055,1.88772,0.67,0.1,0.06,0.07,0.05,0.01,0.02,0.01,0,0.01,0.02,0.02,0.13,0.09,0.13,0.15,0.12,0.17,0.1,0.07,0.04,0.08,0.08,0.13,0.08,0.14,0.14,0.15,0.13,0.03,0.03,0.09,0.07,0.17,0.17,0.14,0.11,0.06,0.11,0.05,0.04,0.11,0.15,0.1,0.09,0,0.09,0.14,0.21,0.07,
32,Cup,3.22902,75.773,0.0428058,1.04287,2.01548,0.76,0.12,0.07,0.01,0,0.02,0,0,0.01,0.01,0.02,0.15,0.14,0.15,0.21,0.13,0.09,0.09,0,0.02,0.06,0.04,0.1,0.11,0.17,0.1,0.2,0.08,0.1,0.04,0.03,0.03,0.13,0.12,0.12,0.24,0.16,0.08,0.05,0.04,0.04,0.12,0.12,0.15,0.06,0,0.02,0.2,0.18,0.11,
33,Cup,3.55415,23.4219,0.0857417,1.06091,1.37509,0.65,0.17,0.11,0.02,0.01,0.02,0.01,0,0,0.01,0.06,0.07,0.07,0.16,0.16,0.22,0.11,0.06,0.05,0.04,0.05,0.04,0.09,0.14,0.06,0.29,0.16,0.11,0.03,0.03,0.07,0.04,0.08,0.17,0.17,0.18,0.15,0.07,0.05,0.02,0.05,0.16,0.17,0.1,0.04,0,0.09,0.16,0.15,0.08,
34,Cup,3.90816,16.1373,0.114106,1.13833,1.68056,0.83,0.14,0,0,0,0.02,0,0,0,0.01,0.08,0.04,0.1,0.07,0.12,0.11,0.1,0.13,0.18,0.07,0.02,0.05,0.1,0.07,0.17,0.22,0.13,0.14,0.05,0.05,0.05,0.13,0.09,0.15,0.16,0.11,0.12,0.08,0.08,0.03,0.07,0.13,0.11,0.06,0,0.05,0.14,0.22,0.17,0.05,
35,Cup,2.65235,17.0199,0.073142,1.1616,3.47006,0.73,0.17,0.06,0.02,0.01,0,0,0,0,0.01,0.03,0.04,0.1,0.14,0.15,0.17,0.1,0.11,0.04,0.12,0.1,0.16,0.1,0.16,0.21,0.11,0.06,0.03,0.04,0.03,0.06,0.07,0.08,0.23,0.17,0.15,0.07,0.09,0.02,0.06,0.07,0.11,0.18,0.1,0.02,0.02,0.09,0.23,0.1,0.08,
36,Cup,4.0357,88.478,0.0518357,1.16998,1.68375,0.72,0,0.09,0.09,0.05,0.02,0.01,0.01,0,0.01,0.13,0.22,0.2,0.15,0.11,0.08,0.07,0,0.02,0.02,0.05,0.06,0.05,0.11,0.16,0.16,0.17,0.13,0.08,0.03,0.03,0.01,0.11,0.14,0.14,0.17,0.18,0.09,0.07,0.06,0.09,0.11,0.15,0.14,0,0,0.13,0.16,0.18,0.04,
37,Cup,4.11614,32.9666,0.0911731,1.06001,1.24042,0.61,0,0.09,0.13,0.07,0,0.05,0.03,0.01,0.01,0.07,0.1,0.15,0.14,0.16,0.07,0.1,0.12,0.07,0.02,0.01,0.05,0.13,0.11,0.1,0.18,0.18,0.11,0.07,0.06,0.01,0.06,0.05,0.06,0.11,0.19,0.2,0.15,0.13,0.04,0.09,0.1,0.21,0.1,0.03,0.01,0.06,0.18,0.14,0.08,
38,Cup,3.5217,35.7251,0.0714884,1.05351,2.18512,0.96,0.02,0,0,0.01,0,0,0,0,0.01,0.01,0.02,0.03,0.07,0.09,0.15,0.21,0.21,0.11,0.1,0.11,0.05,0.05,0.1,0.17,0.19,0.14,0.05,0.11,0.03,0.01,0.06,0.08,0.11,0.12,0.09,0.12,0.13,0.18,0.1,0.11,0.1,0.14,0.13,0.03,0.04,0.08,0.15,0.13,0.09,
39,Cup,3.33306,162.473,0.0298944,1.00246,1.6604,0.63,0.1,0.14,0.04,0.06,0.02,0,0,0,0.01,0.02,0.1,0.09,0.15,0.17,0.13,0.13,0.06,0.07,0.08,0.06,0.07,0.04,0.04,0.11,0.13,0.23,0.16,0.1,0.06,0.02,0.03,0.1,0.14,0.11,0.16,0.1,0.18,0.11,0.05,0.07,0.11,0.14,0.15,0.04,0,0.01,0.12,0.23,0.13,
40,Cup,3.30892,81.0573,0.0488098,1.08086,3.14738,0.7,0,0.17,0.02,0.04,0.03,0.01,0.01,0.01,0.01,0.2,0.17,0.16,0.1,0.05,0.06,0.07,0.08,0.01,0.1,0.04,0.09,0.18,0.15,0.19,0.13,0.06,0.04,0.09,0.03,0.02,0.02,0.07,0.11,0.13,0.12,0.17,0.15,0.12,0.09,0.09,0.14,0.18,0.05,0,0.03,0.12,0.2,0.1,0.09,
41,Glass,0.658751,42.3085,0.00550093,1.29673,14.0152,0.76,0.12,0.05,0.02,0.02,0.02,0,0,0,0.01,0.13,0.16,0.19,0.2,0.04,0.07,0.08,0.01,0.05,0.07,0.13,0.16,0.15,0.14,0.09,0.07,0.13,0.08,0.03,0.02,0.14,0.15,0.21,0.1,0.14,0.09,0.06,0.04,0.04,0.03,0.01,0.07,0.06,0.22,0.11,0.02,0.23,0.16,0.09,0.03,
42,Glass,0.337247,25.5711,0.00287926,1.09321,20.4224,0.7,0.15,0.05,0.03,0.04,0.01,0.01,0,0,0.01,0.22,0.2,0.24,0.14,0.06,0.03,0.04,0.04,0.01,0.02,0.19,0.18,0.09,0.17,0.14,0.09,0.07,0.01,0.04,0.02,0.13,0.23,0.2,0.08,0.16,0.07,0.06,0.06,0,0.01,0.03,0.09,0.06,0.22,0.07,0.05,0.18,0.2,0.04,0.06,
43,Glass,0.261039,29.0418,0.00186526,1.05314,37.8073,0.59,0.19,0.06,0.09,0.04,0,0,0,0.01,0.02,0.21,0.29,0.16,0.11,0.04,0.03,0.07,0.01,0.02,0.06,0.21,0.21,0.12,0.08,0.1,0.1,0.08,0.04,0.03,0.03,0.16,0.2,0.2,0.09,0.1,0.09,0.05,0.06,0.03,0.02,0.08,0.11,0.04,0.19,0.01,0.13,0.21,0.12,0.07,0.04,
44,Glass,0.593591,45.7498,0.0047044,1.13282,22.8535,0.68,0.12,0.07,0.04,0.01,0.02,0.03,0,0.02,0.01,0.08,0.31,0.16,0.21,0.08,0.03,0.01,0.02,0.03,0.07,0.14,0.12,0.12,0.11,0.08,0.11,0.07,0.11,0.05,0.09,0.12,0.18,0.18,0.15,0.15,0.02,0.06,0.06,0.02,0.06,0.1,0.15,0.14,0.12,0.01,0.12,0.21,0.04,0.07,0.04,
45,Glass,0.495568,24.7098,0.00485375,1.12773,25.9581,0.63,0.07,0.1,0.07,0.03,0.03,0,0.04,0,0.03,0.16,0.17,0.11,0.16,0.11,0.07,0.06,0.04,0.05,0.07,0.12,0.15,0.09,0.08,0.12,0.14,0.11,0.07,0.05,0.07,0.08,0.15,0.23,0.15,0.07,0.08,0.07,0.08,0.06,0.03,0.09,0.07,0.11,0.18,0.01,0.15,0.17,0.15,0.04,0.03,
46,Glass,0.18623,15.6082,0.00183876,1.00206,44.4036,0.91,0.07,0,0.01,0,0,0,0,0,0.01,0.15,0.25,0.13,0.13,0.11,0.06,0.01,0.03,0.05,0.08,0.16,0.17,0.17,0.15,0.12,0.12,0.06,0.01,0.03,0.01,0.13,0.2,0.23,0.16,0.14,0.04,0.05,0.02,0,0.03,0.01,0.02,0.08,0.13,0.19,0.1,0.1,0.21,0.09,0.07,
47,Glass,0.159996,14.8925,0.00154083,1.00001,251.244,0.6,0.25,0.05,0.04,0.02,0.03,0,0,0,0.01,0.24,0.14,0.17,0.04,0.06,0.05,0.02,0.06,0.07,0.15,0.19,0.14,0.13,0.15,0.18,0.04,0.05,0.06,0.03,0.03,0.1,0.16,0.21,0.16,0.16,0.05,0.08,0.05,0.02,0.01,0.02,0.04,0.12,0.25,0.05,0.03,0.12,0.17,0.15,0.05,
48,Glass,0.419768,34.3743,0.00344228,1.09579,25.4543,0.67,0.17,0.08,0.04,0.02,0,0.01,0,0,0.01,0.12,0.17,0.15,0.2,0.09,0.08,0.04,0.05,0.04,0.06,0.05,0.13,0.16,0.12,0.13,0.12,0.11,0.08,0.07,0.03,0.09,0.27,0.15,0.09,0.17,0.09,0.02,0.02,0.06,0.04,0.02,0.03,0.08,0.11,0.18,0.07,0.15,0.13,0.13,0.1,
49,Glass,0.269114,23.3869,0.00246126,1.00032,37.7367,0.8,0.15,0.03,0.01,0,0,0,0,0,0.01,0.09,0.18,0.24,0.11,0.08,0.07,0.01,0.04,0.08,0.1,0.2,0.07,0.1,0.18,0.19,0.11,0.05,0.05,0.02,0.03,0.13,0.27,0.16,0.12,0.12,0.05,0.05,0.02,0.06,0.02,0.05,0.07,0.24,0.17,0.03,0.07,0.2,0.08,0.04,0.05,
50,Glass,0.714922,35.4295,0.00675483,1.30655,14.1078,0.91,0.07,0,0.01,0,0,0,0,0,0.01,0.11,0.2,0.21,0.21,0.07,0.04,0.02,0.04,0.05,0.05,0.09,0.1,0.17,0.05,0.12,0.1,0.09,0.17,0.07,0.04,0.04,0.18,0.16,0.16,0.1,0.09,0.09,0.04,0.09,0.05,0.07,0.13,0.16,0.13,0.01,0.19,0.11,0.13,0.05,0.02,
51,Glass,0.255965,20.2051,0.00236363,1.00063,26.075,0.68,0,0.05,0.11,0.06,0.05,0.02,0,0.01,0.02,0.17,0.25,0.23,0.12,0.05,0.03,0.02,0.02,0.06,0.05,0.15,0.2,0.2,0.06,0.08,0.09,0.05,0.13,0.02,0.02,0.06,0.25,0.21,0.2,0.1,0.09,0.01,0.03,0.04,0.01,0.12,0.18,0.13,0.1,0,0.22,0.11,0.08,0.03,0.03,
52,Glass,0.128382,13.4884,0.00113795,1.00093,39.2535,0.95,0.03,0,0,0,0,0,0.01,0,0.01,0.19,0.16,0.19,0.13,0.05,0.03,0.07,0.04,0.04,0.1,0.18,0.21,0.23,0.08,0.11,0.08,0.06,0.02,0.01,0.02,0.1,0.25,0.24,0.2,0.09,0.07,0.01,0.02,0.01,0.01,0.04,0.01,0.09,0.26,0.12,0.03,0.27,0.12,0.03,0.03,
53,Glass,0.197939,19.2037,0.00178124,1.00128,46.8836,0.88,0.08,0.02,0.01,0,0,0,0,0,0.01,0.11,0.22,0.17,0.07,0.04,0.06,0.06,0.05,0.11,0.11,0.2,0.13,0.16,0.12,0.13,0.07,0.1,0.05,0.02,0.02,0.1,0.19,0.16,0.16,0.16,0.1,0.05,0.02,0.04,0.02,0.06,0.02,0.13,0.14,0.18,0.03,0.02,0.13,0.19,0.1,
54,Glass,0.684697,34.8394,0.00640339,1.30081,14.1588,0.9,0.08,0.01,0,0,0,0,0,0,0.01,0.11,0.23,0.24,0.21,0.05,0.03,0.04,0,0.07,0.02,0.07,0.2,0.1,0.12,0.07,0.1,0.09,0.1,0.12,0.03,0.11,0.21,0.19,0.16,0.08,0.07,0.07,0.03,0.04,0.04,0.06,0.12,0.1,0.17,0.1,0.03,0.12,0.11,0.1,0.09,
55,Glass,0.25643,19.9048,0.0023743,1.00266,26.8393,0.64,0.09,0.08,0.07,0.06,0.01,0.02,0.01,0.01,0.01,0.14,0.25,0.19,0.15,0.06,0.05,0.06,0.04,0.02,0.04,0.16,0.19,0.1,0.09,0.13,0.09,0.04,0.07,0.07,0.06,0.12,0.12,0.19,0.2,0.1,0.09,0.08,0.05,0.02,0.03,0.01,0.03,0.18,0.13,0.18,0.05,0.21,0.12,0.07,0.02,
56,Glass,0.846039,51.6064,0.00705252,1.15857,15.7295,0.85,0.12,0.01,0,0,0,0,0.01,0,0.01,0.06,0.18,0.11,0.18,0.22,0.1,0.06,0.03,0.03,0.03,0.06,0.06,0.16,0.05,0.12,0.2,0.11,0.09,0.12,0.03,0.18,0.11,0.13,0.11,0.09,0.11,0.17,0.06,0.01,0.03,0.03,0.08,0.14,0.16,0.06,0.04,0.17,0.14,0.1,0.08,
57,Glass,0.691257,34.8617,0.00647983,1.30606,14.1242,0.64,0.09,0.13,0.05,0.04,0.03,0,0,0,0.02,0.16,0.13,0.19,0.29,0.04,0.06,0.01,0.04,0.02,0.06,0.06,0.17,0.16,0.13,0.09,0.06,0.12,0.13,0.06,0.02,0.12,0.19,0.15,0.09,0.15,0.11,0.07,0.05,0.04,0.03,0.03,0.07,0.12,0.11,0.15,0.08,0.11,0.19,0.1,0.04,
58,Glass,0.14467,17.1372,0.0012292,1,127.183,0.82,0.14,0.03,0,0,0,0,0,0,0.01,0.12,0.33,0.14,0.04,0.01,0.03,0.06,0.06,0.09,0.12,0.16,0.2,0.22,0.1,0.11,0.11,0.03,0.02,0.03,0.02,0.04,0.09,0.2,0.19,0.2,0.13,0.08,0.04,0.02,0.01,0.03,0.03,0.09,0.14,0.11,0.02,0.14,0.19,0.18,0.07,
59,Glass,0.255325,16.5188,0.00275558,1.00005,33.4496,0.72,0.11,0.13,0.01,0,0,0.01,0.01,0,0.01,0.12,0.15,0.16,0.11,0.05,0.07,0.05,0.07,0.09,0.13,0.14,0.17,0.18,0.14,0.07,0.12,0.05,0.05,0.05,0.03,0.1,0.25,0.21,0.11,0.08,0.1,0.03,0.1,0.01,0.01,0.03,0.08,0.15,0.19,0.05,0.06,0.17,0.17,0.04,0.06,
60,Glass,0.188529,15.0958,0.00189052,1.00177,44.2048,0.67,0.15,0.1,0.04,0.02,0,0.01,0,0,0.01,0.16,0.19,0.17,0.09,0.07,0.06,0.06,0.05,0.07,0.08,0.25,0.2,0.08,0.16,0.09,0.07,0.08,0.01,0.01,0.05,0.17,0.18,0.19,0.08,0.15,0.1,0.04,0.03,0.05,0.01,0.08,0.14,0.16,0.08,0.01,0.18,0.2,0.07,0.06,0.02,
61,Airplane,0.496084,11.4854,0.00839895,1.00033,29.5905,0.63,0.26,0.04,0.02,0.02,0.01,0,0.01,0,0.01,0.13,0.12,0.17,0.13,0.16,0.08,0.04,0.06,0.06,0.05,0.14,0.19,0.21,0.13,0.16,0.07,0.03,0.02,0.03,0.02,0.06,0.17,0.15,0.13,0.12,0.14,0.11,0.07,0.03,0.02,0.06,0.14,0.19,0.05,0,0.11,0.16,0.17,0.07,0.05,
62,Airplane,0.543038,7.09962,0.0107813,1.00044,23.3348,0.83,0.09,0.04,0.01,0.01,0.01,0,0,0,0.01,0.14,0.07,0.07,0.11,0.15,0.19,0.09,0.08,0.01,0.09,0.09,0.15,0.16,0.17,0.17,0.14,0.05,0.02,0.04,0.01,0.04,0.13,0.14,0.21,0.28,0.08,0.04,0.04,0.01,0.03,0.01,0.1,0.16,0.24,0.04,0.01,0.1,0.14,0.12,0.08,
